,Unnamed: 0,actual,predicted,text,label
6107,6107,2,3,"Mass Iraqi grave yields infants, unborn Investigators have unearthed a mass grave in northern Iraq containing hundreds of bodies of women and children believed killed in the 1980s.",0
6112,6112,3,0,Prisoners 'to get Afghan trials' The US says many of the prisoners it is holding in Afghanistan will stand trial under Afghan law.,0
6121,6121,1,2,Australia targeted for first time in Iraq car bomb Australian troops in Baghdad came under attack today for the first time since the end of the Iraq war when a car bomb exploded injuring three soldiers and damaging an Australian armoured convoy.,0
6125,6125,0,1,NBC Says Marine Shot Dead Wounded Iraqi Prisoner  LONDON (Reuters) - A television pool report by U.S. network  NBC said on Monday that a U.S. Marine had shot dead an unarmed  and wounded Iraqi prisoner in a mosque in Falluja.,0
6129,6129,3,0,"Multiple Fatalities in Train Crash Near London  UFTON NERVET, England (Reuters) - A British high-speed  passenger train plowed into a car at a level crossing and flew  off the rails on Saturday, killing a number of people and  injuring scores of passengers.",0
6135,6135,2,3,"Senate Expected to Approve Bill Overhauling Intelligence Today As debate in the G.O.P.-controlled Senate opened, the chamber's leaders predicted the bill would easily pass.",0
6143,6143,2,3,"Napier man in Caribbean as violent storms hit When Napier man Matthew White moved to the Caribbean to work seven months ago, he expected an idyllic paradise with plenty of sun, palm trees, beautiful lagoons, and white sand beaches, however he never planned for one of the storms of the century.",0
6149,6149,1,0,"Millions facing pensions 'misery' Millions of Britons face retirement poverty unless they work longer or save more to plug a 57bn shortfall, a government-inspired report is due to say.",0
6162,6162,3,1,"Storm Off Algeria Sinks Ship, 3 Die, 20 Missing Algerian rescue services were searching on Sunday for about 20 sailors missing after severe storms sank one ship and drove two aground near Algiers port, killing three seamen.",0
6174,6174,2,3,"Last man standing And lo, the hawk begat the dove. At least that is how one imagines Private Eye might soon be recording the remarkable events unfolding in Gaza in The Book of Sharon, its inimitable account of the travails of the modern Holy Land.",0
6179,6179,1,2,"Iranian, Egyptian hostages freed; 12 killed in Iraq BAGHDAD (AFP) - An Iranian diplomat and an Egyptian telecom worker held for days by Islamic militants in Iraq were freed as 12 people died in fresh violence across the country.",0
6181,6181,2,3,"Layton says he and Martin agree they must co-operate in House (Canadian Press) Canadian Press - OTTAWA (CP) - NDP Leader Jack Layton says he and Prime Minister Paul Martin agree they must co-operate to make Parliament work this fall. Layton and Conservative Leader Stephen Harper each met privately Monday with Martin, the same day the Liberals began their annual summer caucus.",0
6188,6188,2,3,"Musharraf to retain his army post Pakistan's president is to stay on as head of the army, despite an earlier pledge to stand down by January.  ",0
6192,6192,0,1,"Singer Cat Stevens Demands Probe Into Deportation  LONDON (Reuters) - Yusuf Islam, the singer-song writer  formerly known as Cat Stevens, Friday demanded an inquiry into  why the United States labeled him a security risk and deported  him.",0
6193,6193,3,1,China Netcom Makes Strong Exchange Debut  - Shares of mainland telecom firm China Netcom Group Corp. (Hong Kong) Ltd. exceeded market expectations in their debut on the Hong Kong stock exchange Wednesday. It was Asia's biggest telecom listing so far this year.,0
6198,6198,0,1,Cabinet of Lebanese PM Rafik Hariri resigns The office said Hariri would not form the next government. The outgoing prime minister has led Lebanon for most of the time since the end of the civil war in 1990.,0
6201,6201,2,0,"Freed UN hostages meet Afghan leader ahead of return home A group of three United Nations workers, freed after almost four weeks captivity in Afghanistan, have met President Hamid Karzai, in Kabul.",0
6210,6210,0,1,"U.S. Aircraft Make New Attack on Rebels in Najaf  NAJAF, Iraq (Reuters) - U.S. aircraft launched a fresh  assault on Shi'ite rebels in the Iraqi city of Najaf early on  Sunday after talks on surrendering control of the gold-domed  mosque at the center of an 18-day siege ran into trouble.",0
6212,6212,2,3,"Election Losses Further Erode Once Mighty Democratic Base In the new Congress, only 4 of the 22 senators from the 11 states of the old Confederacy will be Democrats.",0
6214,6214,2,3,"Challenges await ex-general Yudhoyono as Indonesia #39;s sixth ... JAKARTA, Oct 20 (AFP) - Susilo Bambang Yudhoyono was Wednesday sworn in as Indonesia #39;s sixth president, promising to revive a precarious economy by personally leading a war on endemic graft while also tackling terrorism.",0
6223,6223,2,3,2 Indonesians held in Iraq BAGHDAD - Two Indonesian women working for an electricity firm are among 10 new hostages reported seized by militants in Iraq. The Arab news network Al-Jazeera showed footage yesterday in which a group called ,0
6224,6224,3,1,MPs demand wider investigation MPS who kept Baha Mousa #39;s case in the public eye last night demanded a wide-ranging investigation into all allegations of brutality by British troops.,0
6225,6225,3,2,"EU Drafts UN Nuclear Resolution on Iran-Diplomats  VIENNA (Reuters) - France, Britain and Germany are drafting  a resolution on Iran for a key meeting of the U.N. nuclear  watchdog next week and Washington is pushing the trio to  include some tough language, diplomats said on Thursday.",0
6273,6273,2,3,More Medical Devices Needed for Babies WASHINGTON - Frustrated doctors say they too often find themselves jury-rigging adult medical devices to fit children's tiny bodies and special needs. Now pediatric experts have begun a major push to fill the gap...,0
6283,6283,2,3,"Russia KGB founder honoured A new statue is unveiled of Felix Dzerzhinsky, the man who founded the much-feared security services.",0
6295,6295,3,2,"Johnny Depp Says He's No Heartthrob LONDON - Johnny Depp reckons he's no great movie pinup - he just has a ""weird job.""   Arriving for the premiere of his latest movie, ""Finding Neverland,"" at London's Leicester Square, Depp played down his movie star image as fans lining the red carpet screamed his name.   ""I wouldn't say I'm a heart throb,"" he said, as his wife, French singer and actress Vanessa Paradis, looked on...",0
6324,6324,2,3,Hungarian Referendums Fails 6 December 2004 -- Preliminary official results show that voters failed to approve a referendum on whether to give ethnic Hungarians living outside the country the right to become Hungarian citizens.,0
6325,6325,2,0,"Second US hostage beheaded The second of two American hostages in Iraq has been beheaded by a militant outfit headed by Al Qaeda ally Abu Musab al-Zarqawi, reports Arabic television channel Aljazeera quoting a statement on a Muslim extremist website.",0
6326,6326,2,3,"ANTI-SECESSION LAW HIGHLIGHTS BEIJING #39;S SUPPRESSION OF TAIWAN: VP Taipei, Dec. 18 (CNA) Mainland China #39;s plan to legislate a so-called anti-secession law will only help the international community to better understand Beijing #39;s ubiquitous suppression of Taiwan, Vice President Annette Lu said Saturday.",0
6328,6328,2,3,"Rape trials open on storied isle PITCAIRN ISLAND A string of sex abuse trials opened on Pitcairn Island, the isolated British territory in the Pacific Ocean that is home to the descendants of the 18th-century Bounty mutineers.",0
6336,6336,0,1,"Cry no tears for Arafat The short man had a very long name. Mohammed Abdel Raouf Arafat al-Qudwa al-Husseini, who was 5 feet 4, proved larger than life when he died last Thursday, 13 days after he arrived for treatment in a military hospital in France.",0
6350,6350,2,3,"Rhode Island Senator to Stay Republican  - Republican Sen. Lincoln Chafee, who flirted with changing political parties in the wake of President Bush's re-election victory, says he will stay in the GOP.",0
6354,6354,2,3,"GOP Rode Bush Coattails to Senate Gains  - President Bush's conservative coattails, geography and campaigns crafted to take advantage of both helped Republicans to a four-seat gain in Senate elections this year.",0
6360,6360,2,3,Australia to require Aboriginals to make agreements in return for welfare  - Australia signalled a new hardline approach on welfare for its Aboriginal people as it vowed to end  sit-down money  -- generous handouts for doing little.,0
6373,6373,2,0,Settling Israeli Settlements Palestinian officials have called on the Bush administration to clarify its position on the expansion of Israeli settlements in the West Bank.,0
6398,6398,0,1,"Activists Storm Parliament in Rebel Georgia Region  MOSCOW (Reuters) - Supporters of a candidate in a disputed  presidential election in the separatist Georgian region of  Abkhazia stormed government buildings on Friday, Russia's  Interfax news agency reported.",0
6420,6420,0,2,"U.N. OKs Iran Deal to Suspend Enrichment  - The U.N. nuclear watchdog agency Monday endorsed Iran's agreement to suspend all uranium enrichment within a week, the key element of a deal worked out with European countries.",0
6424,6424,2,3,"N. Korea missile said poised for launch JAPAN N. Korea missile said poised for launch TOKYO -- The United States and Japan have detected signs that North Korea is preparing to launch a ballistic missile capable of reaching almost anywhere in Japan, Japanese and US government sources said yesterday. The preparations were detected after the reclusive communist state declined to participate in a fourth round of six-party ...",0
6425,6425,3,2,Sharon pounds Gaza The Israeli army has embarked on a vicious punitive bombardment in Gaza. The clampdown in Gaza is ostensibly in retaliation for the death of two Israeli settler children in a Hamas missile attack on the settler town of Sderot on 30 August.,0
6448,6448,2,3,"French women raped in I Coast violence ABIDJAN, Nov 12 (AFP) - The top French soldier in Ivory Coast has confirmed that women were raped in anti-French violence that has erupted in the volatile west African nation over the last week.",0
6456,6456,3,0,"Massacre Threatens to Derail Congolese Peace Process The bodies of about 160 Congolese Tutsis killed in Burundi during the weekend were buried on Monday, but the impact of the massacre is just beginning to be felt. A former rebel group now in the transitional government in the Democratic Republic of Congo ...",0
6467,6467,0,3,Anwar Seeks Court Clearance A bid by Malaysias former deputy leader Anwar Ibrahim to clear his criminal record and return to politics gained pace today as the nations highest court said it would rule next week on an appeal to overturn his corruption conviction.,0
6468,6468,0,2,"Berlusconi visit to Libya to proceed despite Islamist threats  - No changes are being made to the programme for Italian Prime Minister Silvio Berlusconi's visit to Libya this week despite Islamist threats, Italian government sources said.",0
6474,6474,1,3,"S.Africa Says No Extradition Request for Thatcher  - South Africa has not received an\official request from Equatorial Guinea for the extradition of\Mark Thatcher, who is suspected of involvement in a coup bid in\the oil-rich country, officials said on Friday.",0
6483,6483,2,3,"Ghana waits for election verdict The first results are declared in Ghana's general elections, with the two major parties ahead in their strongholds.",0
6492,6492,3,2,"Frantic attempt to stop the train - then utter devastation A suicidal car driver may have caused the train crash which killed seven people and injured 150, it emerged yesterday. Police are investigating whether a man who stopped his car on an unmanned level crossing ",0
6511,6511,2,3,Israel Re-Arrests Nuclear Whistleblower Mordechai Vanunu Israeli police re-arrested nuclear whistleblower Mordechai Vanunu seven months after he was released from an 18-year jail term for leaking secrets about Israel #39;s nuclear program.,0
6514,6514,3,0,Nuclear scientist remains in custody Judges in Pakistan have ruled that a top scientist arrested last year for allegedly being involved in leaking nuclear technology should have his detention extended for a further three months.,0
6523,6523,3,2,"Ex-Detainee Leading Pakistani Militants A former  prisoner at the U.S. Navy facility in Guantanamo Bay, Cuba, thought to have forged ties with al Qaeda since his release is leading a militant band whose members kidnapped two Chinese engineers in a lawless region of Pakistan near the Afghan border.",0
6555,6555,0,2,Aziz elected Pak PM amid boycott by Oppn President Pervez Musharraf #39;s loyalist Shaukat Aziz was elected as Pakistan #39;s Prime Minister in a National Assembly vote boycotted by the opposition in protest of the speaker #39; decision not to permit their jailed candidate Javed Hashmi to take part in the ,0
6556,6556,0,1,"Officials reject peacekeeping role for African Union KHARTOUM, Sudan -- The Sudanese government faced intense Western and African Union pressure to accept additional observers and soldiers in the Darfur region, as Foreign Secretary Jack Straw of Britain flew to Sudan yesterday to urge the country to do more to disarm marauding militias.",0
6558,6558,2,3,Typhoon approaches mainland Japan The Japanese mainland is under threat from another typhoon - the second in less than two weeks. Typhoon Tokage has been lashing the southern Okinawa islands with heavy rain and winds gusting above 140 kilometres an hour.,0
6577,6577,1,0,Security tight for Afghan inauguration Afghan and international forces laid a security ring around Kabul on Monday in preparation for the inauguration of Hamid Karzai as Afghanistan #39;s first popularly elected ,0
6578,6578,0,1,US seeks compromise over Iranian ultimatum but sticks to hard line VIENNA : The United States presented key EU states with a softened version of an ultimatum over Iran #39;s alleged nuclear weapons program but diplomats said the text was still too strong to win approval at the UN atomic agency #39;s meeting in Vienna.,0
6579,6579,2,0,"Kerry Uses Bush's Own Words to Call Him Unfit  - Democratic challenger John Kerry\turned President Bush's own words into a weapon on Thursday and\said it was the Republican incumbent who had jumped to\conclusions in Iraq, disqualifying him from being commander in\chief.",0
6600,6600,2,3,"Video Shows 3 Hostages Beheaded in Iraq BAGHDAD, Iraq Sept. 20, 2004 - A militant group posted a video on the Internet purporting to show militants sawing off the heads of three Iraqi members of a Kurdish party for cooperating with US forces.",0
6618,6618,2,3,"China mine blast toll rises to 50 as hopes for missing workers ... CHENJIASHAN MINE, China : The death toll from a blast in a north China coal mine rose to 50 after more than 20 bodies were found as hopes of finding alive another 116 trapped workers all but vanished.",0
6630,6630,0,2,"Gunmen Attack Key Baghdad Link; UK Forces Redeploy  BAGHDAD (Reuters) - Gunmen fired on a bus carrying workers  to Baghdad airport on Thursday, killing four people and  wounding 11 in a brazen assault on Iraqis helping to revive a  vital link in the country's reconstruction.",0
6633,6633,3,0,"Missing Russian helicopter found crashed near Chechnya; 2 crew members killed (Canadian Press) Canadian Press - ROSTOV-ON-DON, Russia (AP) - Eight Russian soldiers and police were killed by rebels in Chechnya within a 24-hour period, and a military helicopter crashed on a flight out of the region, killing two of the three crew members aboard, officials said.",0
6643,6643,0,1,"Atomic confession no bar to talks TOKYO: Japan, South Korea, and the US have agreed six-nation talks on North Korea #39;s nuclear drive would take place this month as planned, despite Seoul #39;s admission of secret atomic research, a Japanese official said.",0
6669,6669,3,2,"Ten killed in fresh Assam attack Ten people die in a shooting in a market in Assam, following a weekend of violence in India's north-east.",0
6694,6694,2,0,"Arabic TV shows tape of captured Iraqi guardsmen BAGHDAD, Iraq Al-Jazeera has aired a videotape from a militant group that claims it #39;s captured 20 Iraqi soldiers in Fallujah. The tape shows the men in Iraqi National Guard uniforms, with their backs to the camera.",0
6702,6702,3,0,"3,000 Indian Troops Pull Out of Kashmir  JAMMU, India, Nov. 20 -- India pulled  about 3,000 troops  out of Kashmir Saturday in a planned withdrawal of army units from the disputed region, Indian officials said. The soldiers left their bases in convoys of trucks, jeeps and buses.",0
6708,6708,2,1,"Cuban dissident freed, recounts grueling ordeal Cuban authorities on Tuesday released Ral Rivero, a dissident poet and journalist who spent 20 months and 6 days behind bars for conspiring with the US government to overthrow President Fidel Castro.",0
6713,6713,3,0,"Car Bombs Kill 24, Wound Over 100 in Iraq  - Insurgents unleashed a pair of powerful car bombs Monday near the symbol of U.S. authority in Iraq  #151; the Green Zone, where the U.S. Embassy and key government offices are located  #151; and hotels occupied by hundreds of foreigners. Two other explosions brought the day's bombing toll to at least 24 dead and more than 100 wounded.",0
6721,6721,2,1,"Ukraine Supreme Court Opens Hearing Into Vote Fraud Charges As the court met on whether the election results should be nullified, there were two other significant developments.",0
6724,6724,0,3,"Iraq body does not resemble Japanese hostage: hospital  - The body of an Asian man found in Iraq does not resemble a Japanese hostage and was shot dead two days ago, well before a deadline to execute the young traveller expired, forensic experts said.",0
6726,6726,2,3,Wonder Woman -- a Mideast version -- finds her niche CAIRO -- Jalila finally tracked down the terrorists who stole plutonium from the nuclear power plant where she worked. They had set up a camp right outside her native City of All Faiths and were clearly up to no good.,0
6732,6732,0,3,"'Hawaii Five-0' May Become a Movie HONOLULU - Warner Bros. reportedly intends to make a film based on the old ""Hawaii Five-0"" TV series...",0
6748,6748,3,0,"Plans Under Way for Exiled Iraqis to Vote -IOM  - Logistical preparations are under way to\allow at least a million exiled Iraqis to cast their votes in\the country's first free elections next month, a senior\organizer said on Thursday.",0
6750,6750,3,2,"Anti-Gay EU Commissioner Should Quit, Says Kinnock Incoming EU Commissioner Rocco Buttiglione should resign or be stripped of some of his powers, Neil Kinnock said today. Mr Buttiglione has thrown the new Commission ",0
6751,6751,2,3,Clarke ends feud with Charles over  #39;social utopianism #39; Prince Charles will today make the highly unusual move of publicly addressing the furore unleashed by his leaked memo to say the it is a  travesty of the truth  to suggest he said people should know their place.,0
6761,6761,3,2,Aide: Gaza Plan Aims to Block Statehood JERUSALEM - A top aide to Prime Minister Ariel Sharon was quoted as saying Wednesday that Israel's planned withdrawal from the Gaza Strip is intended to block Palestinian statehood indefinitely and claimed the policy had U.S. backing...,0
6791,6791,3,1,Democrat Seeks Probe of Bush Aides' Travel  - The chairwoman of the House Democrats' homeland security task force is asking Congress' independent auditors to examine travel by senior Bush administration officials in light of recent trips to hotly contested states in the 2004 presidential election.,0
6795,6795,3,2,"US Group Seeks to Defuse Venezuela Funding Row  CARACAS, Venezuela (Reuters) - A Washington-basedpro-democracy group said on Thursday it wanted to defuse a rowwith leftist President Hugo Chavez, who has accused the U.S.Congress-funded organization of backing efforts to topple him.",0
6801,6801,0,3,"Spending slow on Iraq rebuilding, report says WASHINGTON -- Less than 7 percent of the \$18.4 billion that Congress approved last year to rebuild Iraq has been spent, the Bush administration said yesterday in its latest report on progress there.",0
6826,6826,2,3,Serbs Vote for Councils and Belgrade Super-Mayor Serbs went to the polls in local elections on Sunday in the first test of voter opinion since they chose pro-Western President Boris Tadic in June.,0
6828,6828,2,3,"North Korea Says Prospects Gloomy for Nuclear Talks  SEOUL (Reuters) - The prospects for more six-party talks on  North Korea's nuclear programs are gloomy because the United  States has pushed the negotiations to a stalemate, the North's  official KCNA news agency said on Thursday.",0
6833,6833,0,1,"EU trio hits Iran with nuclear deadline France, Britain and Germany have told Iran that if they had not reached a final agreement to freeze key parts of its atomic programme by Monday, they would not stop moves to seek sanctions against Tehran.",0
6843,6843,2,3,"Iraq Bombings Kill 35 Youths, Hurt Scores BAGHDAD, Iraq - A string of bombs killed 35 children and wounded scores of others as U.S. troops handed out candy Thursday at a government-sponsored celebration to inaugurate a sewage plant...",0
6845,6845,0,1,"Insurgents kill about 50 Iraqi soldiers In their boldest ambush yet, insurgents waylaid three minibuses carrying US-trained Iraqi soldiers heading home on leave and killed about 50 of them - forcing many to lie ",0
6852,6852,2,3,"Sailor in critical condition due to smoke inhalation SLIGO, Ireland - A Canadian sailor was waging a battle last night to overcome severe smoke inhalation injuries after he and a fellow sailor were airlifted from their disabled submarine to hospital in this small Irish north coast town.",0
6867,6867,3,0,"Congo Army Factions Clash in Eastern Congo-U.N.  - Rival army units in Democratic\Republic of Congo clashed on Saturday not far from Rwanda, the\United Nations said, another sign of the military and political\turmoil in the east of the former Zaire.",0
6868,6868,0,2,"Man wanted for violent home invasion in U.S. arrested outside Toronto (Canadian Press) Canadian Press - TORONTO (CP) - A man wanted for allegedly tying up three adults and setting fire to their car in Washington state was scheduled to appear in a Toronto court Tuesday after Canadian officials found him hiding in a Newmarket, Ont., home.",0
6871,6871,0,2,Ukraine votes for new leader as Russia and the West watch anxiously  - Hundreds of thousands of pro-Western and pro-Russian activists mobilized across Ukraine as the former Soviet republic headed into a stormy weekend vote that Washington warned would spark unspecified  measures  if rigged by the state.,0
6874,6874,2,3,"Japan accused of illegal whaling in Australia The conservation group, Humane Society International (HIS), filed an application at the Australian Federal Court on Tuesday seeking a restraining order against the company involved.",0
6884,6884,3,0,"US volcano belches more steam America's Mount St Helens belches more vapour, raising fears it might blow at any moment.",0
6885,6885,0,1,Congress Passes Stop-Gap Measure to Fund Government  - The U.S. Congress was forced to pass\a temporary measure keeping the government open on Wednesday\after one embarrassing clause allowing lawmakers to see\individual tax returns held up a crucial  #36;388 billion spending\bill.,0
6890,6890,3,2,Macedonian govt wins multi-ethnic victory ISN SECURITY WATCH (08/11/04) - A Sunday referendum in Macedonia against a government law granting the countrys ethnic Albanian minority more political rights and powers has failed due to insufficient voter turnout.,0
6891,6891,3,2,"Plane crash in China kills more than 50 people The Transportation Safety Board of Canada is sending a team to China, where a Canadian-built commuter plane crashed in an ice-covered lake in northern China on Sunday.",0
6907,6907,3,2,"France and Germany escape EU deficit doghouse BRUSSELS (AFP) - The European Union executive body dropped disciplinary action against serial deficit offenders France and Germany, ending a three-year standoff that left the eurozone #39;s budget rules crippled.",0
6908,6908,2,0,"Britain targets a smoky tradition LONDON -- Four hundred years after King James I denounced tobacco as  loathsome to the eye, hateful to the nose, harmful to the brain, dangerous to the lungs,  the British government is taking heed. It announced plans yesterday to ban smoking in most public places, including restaurants and any pub that serves food.",0
6913,6913,2,3,"Two Palestinians killed in Gaza Strip, teen killed in Jenin JERUSALEM : Two Palestinians were killed near the Israeli settlement of Neve Dekalim in the Gaza Strip in a clash with Israeli troops, an Israeli military spokesman said.",0
6919,6919,0,2,"Strong Earthquake Jolts Northern Japan  TOKYO (Reuters) - A strong earthquake with a magnitude of  5.9 jolted northern Japan on Monday in the latest aftershock to  hit a region struck by a deadly tremor last month, scaring  thousands still seeking refuge in makeshift shelters.",0
6929,6929,0,1,"Thai woman #39;s bird flu raises fears virus is passed between humans A THAI woman was yesterday diagnosed with bird flu after her sister and niece died with symptoms of the virus, raising the possibility that the illness had passed from human-to-human for the first time.",0
6931,6931,3,2,"US #39;s Syria embassy temporarily closed The United States embassy in Damascus, Syria, says it has temporarily closed its doors to the public to re-evaluate its security but would not say if it is the target of a specific threat.",0
6937,6937,1,2,Royal approval for Woman in White Prince Charles attends the premiere of Andrew Lloyd Webber's musical Woman in White.,0
6939,6939,0,1,Sharon hints at Arafat assassination Israeli Prime Minister Ariel Sharon on Wednesday hinted at a possible assassination of Palestinian Authority Chairman Yasser Arafat.,0
6949,6949,2,0,Bush Downplays Thompson's Terror Worries  - President Bush played down on Saturday a stark warning from his resigning health chief that the nation's food supply is largely unprotected from terror attack.,0
6956,6956,0,2,Calais blockade disrupts ferries Channel ferry services are hit by a blockade as French fishermen show their anger at fuel price rises.,0
6964,6964,1,0,Tanks close in on sacred shrine as US launches fresh assault on ... US forces renewed their assault yesterday on Mehdi Army positions in and around Najaf #39;s old city with an early morning bombing raid and an advance which brought tanks at some points ,0
6973,6973,0,2,New jaw grown on patient's back A man has eaten his first solid meal in nine years after his face was rebuilt using a pioneering jaw-bone graft.,0
6976,6976,3,2,"Russia Threatens to Strike Terror Bases MOSCOW - A top Russian general on Wednesday warned the military will strike ""terrorist bases in any region of the world,"" while authorities offered a \$10 million reward for information leading to two Chechen rebel leaders blamed for last week's deadly raid on a school.    In a nationally televised meeting, Prosecutor-General Vladimir Ustinov also briefed President Vladimir Putin on the investigation into the taking of more than 1,200 hostages in a school last week in the southern Russian town of Beslan...",0
6984,6984,2,3,Sharon Presents Gaza Pullout Timetable Description: Israeli Prime Minister Ariel Sharon presents a detailed timetable for Israel #39;s withdrawal from most of the Gaza Strip.,0
6999,6999,0,1,"Sadr calls for Najaf ceasefire NAJAF, Iraq (Reuters) - Radical Shi #39;ite cleric Moqtada al-Sadr has agreed to disarm his Iraqi militia and leave a holy shrine but only after a truce with encircling US marines. ",0
7003,7003,0,1,Bali tourism still going strong The bombing outside the Australian Embassy in Jakarta appears not to have harmed Australia #39;s renewed love affair with Bali. Travel wholesalers have reported that since the first anniversary of the Bali bombing ,0
7007,7007,2,3,"La. Voters Expected to OK Gay-Marriage Ban BATON ROUGE, La. - Louisiana voters decided Saturday whether to approve a constitutional amendment to ban gay marriage, one of up to 12 such measures on the ballot around the country this year...",0
7015,7015,1,0,"Three Georgian servicemen killed in South Ossetia MOSCOW, Aug. 18 (Xinhuanet) -- Three Georgian servicemen were killed while five others were wounded in overnight fighting in Georgia #39;s breakaway province of South Ossetia, Russian news agencies reported, citing Georgian officials. ",0
7021,7021,0,1,"Sharon appears to have majority for parliament vote on Gaza ... Prime Minister Ariel Sharon has locked up enough support to win a scheduled parliamentary vote on his Gaza withdrawal plan, but is deeply concerned about growing fissures within the ruling Likud Party, aides said Thursday.",0
7022,7022,1,3,Qanooni says he will accept Afghan vote result KABUL (AFP) - Incumbent leader Hamid Karzai #39;s chief rival Yunus Qanooni told AFP he would accept the outcome of Afghanistan #39;s presidential election despite his allegations of fraud.,0
7036,7036,0,2,"23 tigers suspectedly die of bird flu in Thailand Some 23 tigers in a private zoo inThailand have suspectedly died of avian influenza virus, officialssaid here on Tuesday. The authorities are conducting test over samples of ",0
7068,7068,2,3,"UN Meets on Iran Nuclear Plans Amid Bomb Fears  VIENNA (Reuters) - The U.N. nuclear watchdog begins a  meeting Monday to consider a European draft resolution on  Iran's atomic program, which Washington says is a cover for  developing a nuclear weapon.",0
7083,7083,3,2,"Britain Arrests Radical Cleric Al-Masri  - Police arrested a radical Muslim cleric Thursday on suspicion of preparing or instigating ""acts of terrorism,"" a move that could delay U.S. attempts to extradite the suspect for allegedly trying to establish a terrorist training camp in Oregon and on other charges.",0
7097,7097,3,2,"Settlers or Sharon Sharon is not Charles de Gaulle. He is as far away as ever from the conviction that Israel must recognise the national rights of the Palestinian people and withdraw from territories occupied in 1967, let alone ",0
7106,7106,2,3,"India-Pakistan spat ahead of Kashmir talks With India pulling out a large number of troops from Kashmir, the guns may have fallen silent but the verbal dual between India and Pakistan is nowhere near an end.",0
7130,7130,3,2,Colombian drug baron in US court Gilberto Rodriguez Orejuela who headed Colombia's Cali cartel appears in court in the US state of Florida.,0
7133,7133,2,3,"Arafat in Coma, Critical State -Palestinian Envoy Palestinian President Yasser Arafat is not brain dead but is critically ill in a coma, between life and death, Palestinian envoy to Paris Leila Shahid said on Friday.",0
7140,7140,1,0,"Putin Arrives in India to Boost Business, Energy, Military Ties Russian President Vladimir Putin began a three-day visit to India on Friday, his first in two years, seeking to provide new momentum to an old friendship by expanding business, energy and traditional military ties, the Reuters news agency reports.",0
7141,7141,3,2,"Report: Maverick UK Envoy to Tashkent May Lose Job  LONDON (Reuters) - Britain's ambassador to Uzbekistan, who  has condemned his superiors for accepting security information  gathered by torture, may be about to lose his job, British  media reported Tuesday.",0
7143,7143,2,3,State Department Mum on Castro's Health  - The Bush administration chose Thursday to urge change in Fidel Castro's Cuba rather than speculate on the health of its aging leader.,0
7159,7159,0,1,8 Slashed to Death in Chinese High School The unexplained attack is the latest and most serious in a series of such knifings that have alarmed the Chinese public and led police to reinforce security at schools and day-care centers.,0
7160,7160,2,3,"Sadr army becoming potent political force For a moment this week, it looked as if Moqtada al-Sadr - the leader of a Shiite rebellion against the US presence in Iraq - might ",0
7173,7173,3,2,Bomb-grade plutonium driven across France Wednesday after a more than two-week journey from Charleston in the United States. They fear it is vulnerable to. plutonium will be recycled into nuclear fuel.,0
7179,7179,3,2,"Mountains of Interest Add to Pain of Credit Cards Credit card companies are changing the terms of their accounts at a historically high rate, costing Americans millions of dollars in fees that they did not expect.",0
7202,7202,2,0,"Gas stoppage may have caused deadly Belgian blast: TV report  - A Belgian gas explosion in which 20 people were killed may have resulted from a combination of a halt in the gas circulation in a pipeline and existing damage to the main, Belgian television said.",0
7204,7204,2,3,"European countries agree on Iran nuke deadline TEHRAN: France, Britain and Germany proposing a November deadline for Iran to dispel concern that it has a covert atom bomb program.",0
7245,7245,2,3,A Sunni commission issues a Fatwa to release French journalists A-Arshiad and Dawa ( Guidance and call) commission has issued a Fatwa demanding the kidnappers of the French journalists be released immediately and not to be harmed.,0
7286,7286,2,0,Ivory Army Stops Its Attacks To The North The National Army of the Ivory Coast withdrew from their offensive against rebel-controlled villages after French forces destroyed the small Ivorian air force.,0
7287,7287,2,3,Knesset heads towards Gaza vote The Israeli parliament is set for a second tempestuous day of debate ahead of a vote on whether to withdraw from the Gaza Strip. Monday saw Prime Minister Ariel Sharon urge the Knesset to back the planned ,0
7291,7291,0,3,Colombo blast: Two killed at Shahrukh #39;s concert Two people were killed and at least 18 injured when a bomb ripped through Bollywood superstar Shahrukh Khan #39;s mega concert in Colombo on Saturday night.,0
7295,7295,0,2,"Ukrainians Vote for New President in Landmark Poll  KIEV (Reuters) - Ukrainians voted for a new president on  Sunday, choosing between their Russian-backed prime minister  and a West-leaning liberal in a tight contest many fear could  degenerate into turmoil.",0
7309,7309,0,2,"Two rebel infiltrators killed, separatists detained in Kashmir  - Indian troops shot dead two rebels who had infiltrated into Indian Kashmir from the Pakistan-controlled zone, while two separatists and nine other people were detained in the region, officials said.",0
7315,7315,3,2,Frederick Pleads Guilty The highest ranking soldier charged in the Abu Ghraib scandal pleads guilty to five charges of abusing Iraqi detainees at the prison.,0
7330,7330,0,1,"Eight men face terror charges Police in the UK charge eight men with terror offences, including conspiracy to murder.",0
7335,7335,3,2,"The Legacy of Yasser Arafat Yasser Arafat, long-time leader of the Palestinian people, died in Paris on November 11 at the age of 75. He had been taken to France for medical treatment after falling gravely ill at the Palestine Authority ",0
7339,7339,0,3,"Powell #39;s Middle East mission COLIN Powell arrived in Israel last night for his first visit in 18 months, signalling a new push for Middle East peace following the death of the Palestinian leader Yasser Arafat.",0
